event_id,timestamp,from_bank,from_account_token,to_bank,to_account_token,amount_received,receiving_currency,amount_paid,payment_currency,payment_format,source_type,verified
ibm_66797485b0cffe8e79d48d8d,2026/08/17 20:00,Wells Fargo,acct_2a292261a56a30498bf7,JPMorgan Chase,acct_47d616ebee3b7440766d,44667.78,US Dollar,44667.78,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f39ca25dda9bbfd973da5bdf,2026/08/18 00:00,PNC Bank,acct_4c5682466cdcdff96c6e,Wells Fargo,acct_af516b8796495a31e2ec,3588.21,US Dollar,3588.21,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f8d3a8d6228ac9f841738296,2026/08/18 02:00,PNC Bank,acct_19f74ff96187688f0a1f,PNC Bank,acct_c43be52660f3c4e3e7fe,72492.48,US Dollar,72492.48,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_56ad876467f5b57b950907db,2026/08/18 14:00,Citibank,acct_247509fa301d9235ca7f,Citibank,acct_fdc2bacd3a94974db37d,12647.33,US Dollar,12647.33,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_1a0a23ccd798ec1fd8159693,2026/08/18 16:00,PNC Bank,acct_23f5104bd0e5c9dfa648,Citibank,acct_2a0f463d621c149be903,11897.25,US Dollar,11897.25,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_d1298e4004da10e02d37b632,2026/08/18 18:00,Wells Fargo,acct_491d09a2b6fcaef78507,JPMorgan Chase,acct_61c4a24bf98beb9635a3,52205.09,US Dollar,52205.09,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6855dfeaa1d9d98d2325036e,2026/08/19 02:00,PNC Bank,acct_8503196378bc2d33d6e1,Wells Fargo,acct_a9f000ef3f2e70446553,70435.52,US Dollar,70435.52,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_41f52d8a6aef7f844d2297cd,2026/08/19 04:00,Wells Fargo,acct_a2f4391a2b8a5b645a4d,Bank of America,acct_eea0c73c988da495a92b,12849.53,US Dollar,12849.53,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_870f0bec119112c3ee2fe309,2026/08/19 08:00,Bank of America,acct_e3122bf2054b84a48591,Citibank,acct_b0c66fa6001228aa3b80,61508.89,US Dollar,61508.89,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_7bbcbddf58330601eaa6d15d,2026/08/19 10:00,Citibank,acct_853725b624c2a192cfec,Citibank,acct_5783425082716543df7e,35377.45,US Dollar,35377.45,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_b6334496f45692006f2e10c8,2026/08/19 12:00,Wells Fargo,acct_5f40868f684c272bd60d,PNC Bank,acct_d00d1154ac763c0d895a,46526.60,US Dollar,46526.60,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4d4f4e9d047088d7a319ccc5,2026/08/19 16:00,Wells Fargo,acct_2aaf0d49ba350f16344e,Bank of America,acct_0922cd28c401beb9826d,16339.75,US Dollar,16339.75,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8ab36330c5602dd6dda94a99,2026/08/19 18:00,PNC Bank,acct_c143b995f08049424319,Citibank,acct_e2e65aedf497fbc727af,3290.05,US Dollar,3290.05,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_faff604122d5762447519229,2026/08/19 20:00,Citibank,acct_6f3c5149dd44c68b81b0,Wells Fargo,acct_86f5a6e4d306ab874dd5,33358.18,US Dollar,33358.18,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_730245d3225a943a36c21d82,2026/08/19 22:00,JPMorgan Chase,acct_cd38408557678817df93,Citibank,acct_d1db9e5836c5a2d1491e,29282.69,US Dollar,29282.69,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_21966ad72366ff362fa9232a,2026/08/20 00:00,PNC Bank,acct_3a237e3de74bfe2cefa3,Citibank,acct_31a14769e1b7442441ae,32347.86,US Dollar,32347.86,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_192e08c0ab8ba55648967a40,2026/08/20 04:00,JPMorgan Chase,acct_693ae53d0c3f63345be7,Wells Fargo,acct_bee8af839f07da3d89ed,58502.96,US Dollar,58502.96,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_85afbd488b86100c189689ab,2026/08/20 14:00,PNC Bank,acct_a52892ed7815747a93fa,Wells Fargo,acct_058fb5a6c285f978b5ed,9939.09,US Dollar,9939.09,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6f8aceb583f2ddfb8b960462,2026/08/20 16:00,PNC Bank,acct_203b558d614de306bee9,Bank of America,acct_02dcb5cffd6cb0918522,59221.48,US Dollar,59221.48,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_e2d2d00efdf28e843e8f7f2e,2026/08/20 18:00,Citibank,acct_8ece57333d001035707c,Bank of America,acct_0d5abd51fe2efe54b58b,10514.75,US Dollar,10514.75,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_1ce0a15d54ed8dedbc2ff7e5,2026/08/21 00:00,JPMorgan Chase,acct_a697421f63361e91065a,JPMorgan Chase,acct_6ef15860a5a96ec00594,31784.23,US Dollar,31784.23,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_b37e2e265b5b8ca762ba1590,2026/08/21 06:00,Bank of America,acct_46ba896242b0220e60df,Bank of America,acct_1aa25b93db903cc936ed,17274.97,US Dollar,17274.97,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9e0a73a19c9880f81ecc3f69,2026/08/21 16:00,PNC Bank,acct_83f01b07e24e98d13479,PNC Bank,acct_977ba04b35ddeef3e422,72993.96,US Dollar,72993.96,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9649088db3b194c3f1ca9df8,2026/08/21 20:00,Wells Fargo,acct_5b6acdd403248daa2dd7,Citibank,acct_8a278da58b7c01c64ace,41586.16,US Dollar,41586.16,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9722848518d79cf72bb081df,2026/08/22 06:00,Wells Fargo,acct_e2aee5f6f00a0b0692d5,Citibank,acct_b37d233e2599b78faa62,48269.70,US Dollar,48269.70,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_0be5c719f0751dd6d12ba56f,2026/08/22 12:00,Bank of America,acct_6cb6ee894d095e12f523,PNC Bank,acct_0208c7cae2e6309b257f,38533.42,US Dollar,38533.42,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_88ea7925ee177f64a9990f52,2026/08/22 16:00,Bank of America,acct_761490f4a152c8c24db7,Bank of America,acct_fad03184d976398dfaa1,60980.04,US Dollar,60980.04,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f40a584abe115f3a932ed8b8,2026/08/22 18:00,PNC Bank,acct_ec37d72c83b6602c3445,JPMorgan Chase,acct_1ab546d820d2d00b770e,55508.42,US Dollar,55508.42,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_5dbfa34afde4558ef310a464,2026/08/22 22:00,Wells Fargo,acct_ef0e0c28d982db63e472,Bank of America,acct_55af5c38d57688a9616f,60219.08,US Dollar,60219.08,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_a87e6b8c3624a666d85f1be5,2026/08/23 02:00,Wells Fargo,acct_ef0c52d6d9035c61804d,Citibank,acct_8b619cbf068d213322fe,27970.96,US Dollar,27970.96,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_117039b34615ae49c26246d3,2026/08/23 06:00,Citibank,acct_3af0f065468ae37b5465,JPMorgan Chase,acct_99cacb34801b0c7040d8,73942.43,US Dollar,73942.43,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_28212143a03803098de8973a,2026/08/23 10:00,Bank of America,acct_2597c450b4ab19aee687,Bank of America,acct_e5098f9d67ac6f307834,60967.25,US Dollar,60967.25,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8fcda055cbee7ccfeb2162e8,2026/08/23 14:00,PNC Bank,acct_e48425c909d3ccd02f08,Bank of America,acct_ceb4fe8b3581451ab41e,32975.69,US Dollar,32975.69,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_92a6127fa4a10f955f3828be,2026/08/23 16:00,Wells Fargo,acct_2dfed6fcf870dd879702,Citibank,acct_acb164483c946d5dfa0f,65868.30,US Dollar,65868.30,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_b340a807dc73f5a31ba614ea,2026/08/23 20:00,PNC Bank,acct_b131dacd37c89931e58e,Citibank,acct_d14c355f0ae707a13080,24323.59,US Dollar,24323.59,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8fe2310ed0118d547523f3a1,2026/08/23 22:00,Bank of America,acct_60d425608ef775df4b01,Wells Fargo,acct_1ee3fcef7bbc2999d05b,61817.63,US Dollar,61817.63,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_160ff80fcae6668103ba17d8,2026/08/24 02:00,JPMorgan Chase,acct_b601b67117c657709ad3,JPMorgan Chase,acct_4043546a5de8dab9c57f,31876.37,US Dollar,31876.37,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_09c9e2000123284c75abac6e,2026/08/24 10:00,Citibank,acct_474b54f54aa2252b5b83,JPMorgan Chase,acct_342d2b397af105bce5fe,73766.43,US Dollar,73766.43,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_bf10190e3cb41ea222463678,2026/08/24 12:00,Wells Fargo,acct_eeb22304633679b0cfb4,Bank of America,acct_1c8f1215450dec0a9579,23579.07,US Dollar,23579.07,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_188ab7dc202ce2fbcb57254c,2026/08/24 14:00,Bank of America,acct_40329983bb1929b2df58,Citibank,acct_0fbf4c6a53022afe9aa5,18380.32,US Dollar,18380.32,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_15354821e68ce06139335e6a,2026/08/24 16:00,PNC Bank,acct_243f0c324cf4e5dd855c,Wells Fargo,acct_c421dc3fef641633b28d,20030.22,US Dollar,20030.22,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_959a3893c312e49174e12d2b,2026/08/25 00:00,JPMorgan Chase,acct_c4f5042d1cdff22cc3d3,Bank of America,acct_0b6f6415fbf6e29487af,7944.87,US Dollar,7944.87,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_745614c54888dff051099c30,2026/08/25 10:00,JPMorgan Chase,acct_7cd6c2ef711f8a0361f0,Citibank,acct_19e7f055cff1b5672538,70242.94,US Dollar,70242.94,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_ad14c860895a45f10c3b2445,2026/08/25 14:00,Citibank,acct_3366dd19bbceca5e52d3,Wells Fargo,acct_5f7bbd431a28c56de4d4,4672.44,US Dollar,4672.44,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_218d42551f687ecabe60d00a,2026/08/25 16:00,Bank of America,acct_bbc81f089a834d6cdd12,Wells Fargo,acct_b9ac997d12e8331adb2d,52862.82,US Dollar,52862.82,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_eb7b1a61ac479d16683b2262,2026/08/25 18:00,Bank of America,acct_aeec58c3a24141b9720d,Wells Fargo,acct_550b10ce5756d76637fb,4636.01,US Dollar,4636.01,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_da797a2ad1d68a8b70a2c732,2026/08/25 22:00,Wells Fargo,acct_29d180036091d6ccc705,Citibank,acct_ff1ba85c1ec0f4f96e81,49958.13,US Dollar,49958.13,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_be665d6a3bc580575d703197,2026/08/26 04:00,Wells Fargo,acct_dc6554e37dac5683e5cb,Wells Fargo,acct_c9d403ca47db838abd4a,26551.85,US Dollar,26551.85,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_1ab21a697869fda9376a93ae,2026/08/26 06:00,Citibank,acct_e856cea3fff9fac9b126,Citibank,acct_55c6533c3dd8e078a39b,22219.97,US Dollar,22219.97,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9ff868416791c3450a9ff441,2026/08/26 08:00,Bank of America,acct_17e88c86fe33808f3b7d,Bank of America,acct_7ec58acae94192e09373,8780.79,US Dollar,8780.79,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f2515fe66c4e5d8be88dc90d,2026/08/26 10:00,Citibank,acct_c146ac55a3c0b8e32c5f,Wells Fargo,acct_695395948888c033e999,65580.27,US Dollar,65580.27,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8ee800d6113fe93a2bdc8cd9,2026/08/26 12:00,PNC Bank,acct_a1af0da161235ea4111b,Citibank,acct_cf7658e6706e1bad13a1,7501.01,US Dollar,7501.01,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_80fdaafad89c03d2b1b62068,2026/08/26 14:00,Wells Fargo,acct_3791314f63385960fef8,Wells Fargo,acct_cb6073f33dcb52cd8e8a,70346.85,US Dollar,70346.85,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_03f31855df121daacb93a9f8,2026/08/26 16:00,PNC Bank,acct_cc622dae1180f990d719,JPMorgan Chase,acct_79feb9d877b7b5adb405,27113.48,US Dollar,27113.48,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_555f2715a4df56599165ec56,2026/08/27 00:00,Wells Fargo,acct_a2ed529455638be5b028,JPMorgan Chase,acct_415348cc791c6f851b2a,38590.30,US Dollar,38590.30,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c28c59e79be9e58b50fa5eed,2026/08/27 02:00,Citibank,acct_123d25f656f28dbb84b2,PNC Bank,acct_f43d95a177bb84cd9eeb,10555.89,US Dollar,10555.89,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_52dc1344e5294384d2680bfc,2026/08/27 04:00,JPMorgan Chase,acct_1a91c6bdc1fabab62964,PNC Bank,acct_98ebf77c6997cb7a16bb,20936.57,US Dollar,20936.57,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_dfbcd87d1a29862ee6cab830,2026/08/27 08:00,Citibank,acct_924f2b4fcd3980e6147c,JPMorgan Chase,acct_130d4356125f7fafffc1,56911.09,US Dollar,56911.09,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_b5109ad811fb26a57573b6b6,2026/08/27 10:00,Citibank,acct_f4c85b216d7e6ac7936d,Citibank,acct_19b4dcbc983b1d3399a5,39615.05,US Dollar,39615.05,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_d5ed737fe9c3c13f8acfddcb,2026/08/27 16:00,PNC Bank,acct_161ede773dab5425eb76,Wells Fargo,acct_952a6048d34cb6c0c7b0,38772.17,US Dollar,38772.17,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8ade0abb0eb96188623fe30c,2026/08/27 18:00,Wells Fargo,acct_1916ac890ec3a33ee77d,Wells Fargo,acct_221882172cef3a38e07b,62409.65,US Dollar,62409.65,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_68649de99b53614c843d0a27,2026/08/27 20:00,Wells Fargo,acct_91592694f5081e74da85,JPMorgan Chase,acct_0b4d11a278dc888be56d,66385.12,US Dollar,66385.12,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_1fa71abfd7f458542ab7dca5,2026/08/27 22:00,JPMorgan Chase,acct_235c64628df3b30f2c7a,Citibank,acct_1270e5d6956e72e908a0,57684.62,US Dollar,57684.62,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_fedcff35139f48c724ce84f7,2026/08/28 00:00,PNC Bank,acct_15038c9a7c5185b7ddfc,PNC Bank,acct_d112c8451feaff264fb1,69709.08,US Dollar,69709.08,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6f3ad41380511599ace2e8bd,2026/08/28 02:00,PNC Bank,acct_113df9d9f68877a35935,Citibank,acct_c02d1937bd61e2a24e14,23936.96,US Dollar,23936.96,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_0f5d8a67a03dad1e15a25ca8,2026/08/28 04:00,Wells Fargo,acct_f404efa44ffbbdd48624,Citibank,acct_a7bea330b06208d2798e,32061.84,US Dollar,32061.84,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c14c47c489c9050b0cd90158,2026/08/28 06:00,Wells Fargo,acct_15ba9d0e41ff13c1a8e6,PNC Bank,acct_586ee6ff485f309a6b60,34644.74,US Dollar,34644.74,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c51af4947cdc9ddc0da23c81,2026/08/28 08:00,PNC Bank,acct_5cb6eab13317fd755912,PNC Bank,acct_c06766a9cd2fad0497b6,17453.74,US Dollar,17453.74,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f4c54a5a91e9a43271e8efd8,2026/08/28 20:00,Bank of America,acct_617c3418f16e8a42b2c2,JPMorgan Chase,acct_1dce973ff4400228b6df,48241.17,US Dollar,48241.17,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c1c78ea640fbb23ec4bf079e,2026/08/28 22:00,PNC Bank,acct_4b8b2a250f8f10950deb,PNC Bank,acct_b27a71809205d793c534,51071.24,US Dollar,51071.24,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_be017632c3caeda4ba6a7134,2026/08/29 02:00,Bank of America,acct_267c6b68efa50424bccf,Bank of America,acct_d617bf781a25b71c6240,29963.77,US Dollar,29963.77,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_7790d6592cbc136168d400d8,2026/08/29 08:00,Wells Fargo,acct_0ce1b362eca645ce9e21,Wells Fargo,acct_0452b500f9c45844a592,18891.53,US Dollar,18891.53,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_cb3dbd1b75b9576c95ec2d3f,2026/08/29 14:00,Bank of America,acct_ec0edeb8db7a85786a0f,JPMorgan Chase,acct_14f2414d878d82e7c34a,48409.26,US Dollar,48409.26,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_cb46718dbcd2d6d1d9798a38,2026/08/29 18:00,JPMorgan Chase,acct_464bcf2ebda86f99eaa9,PNC Bank,acct_94a6ae84252f93b7be2e,20022.03,US Dollar,20022.03,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_e9f8ef8a2d92758f482cce92,2026/08/29 20:00,Wells Fargo,acct_224d6e378e85b40d4c78,Citibank,acct_d254a384714f5e208e81,72849.32,US Dollar,72849.32,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_ee2a0a42680db4533259e67a,2026/08/29 22:00,JPMorgan Chase,acct_02683c4b9b547b5d45c8,JPMorgan Chase,acct_e009c63eb18a23c51a0f,9374.06,US Dollar,9374.06,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_150bf15030a47a5c91aadfde,2026/08/30 00:00,Wells Fargo,acct_33fff833e9599b485354,PNC Bank,acct_8af088575c2bb7325804,33271.64,US Dollar,33271.64,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_cc114d7defc5f1828cbd77d6,2026/08/30 06:00,JPMorgan Chase,acct_7ed38fbfb87f47d7cfa4,Wells Fargo,acct_4b2e727f000bc1cc7a24,522.97,US Dollar,522.97,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_2d1f3d48a0bb9219e65fa792,2026/08/30 10:00,Bank of America,acct_d65244b2a5483f440bd8,PNC Bank,acct_a48bb8bf722d1d2ff44b,62272.36,US Dollar,62272.36,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_0babe89200118189f26705ff,2026/08/30 12:00,PNC Bank,acct_4e1899a7287a0f84bbbe,Bank of America,acct_3abee792c16f58e86e55,37321.56,US Dollar,37321.56,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_e30d910b2ea9b70064b20390,2026/08/30 14:00,Wells Fargo,acct_6015b2f44bb6b5bf5570,JPMorgan Chase,acct_706a51f0d977b00c0231,22551.30,US Dollar,22551.30,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6181d109cb4c97cd68975f62,2026/08/31 00:00,JPMorgan Chase,acct_13d04c151ab1bb85c254,Citibank,acct_a2c6b705aa68a0f66a17,40693.30,US Dollar,40693.30,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_be69734e009e2e26c31fb043,2026/08/31 02:00,Bank of America,acct_fc112e334a0566159a63,PNC Bank,acct_2ea7ce7fb64b903a79dc,58957.62,US Dollar,58957.62,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_6bd3b12de164abe39f3a5f45,2026/08/31 06:00,Bank of America,acct_758a35e78329d2f82b02,Citibank,acct_1df04fbd159fb7298db7,72743.90,US Dollar,72743.90,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_c0be39ce6501bad0ce329cab,2026/08/31 14:00,PNC Bank,acct_744189f59e59a34f1921,Wells Fargo,acct_668e5bf2d659cf336218,6148.85,US Dollar,6148.85,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_fb97cb3ac9d07b44c7612291,2026/09/01 02:00,Bank of America,acct_d7e896dbac59bd76a9af,PNC Bank,acct_f34d3cee1026fc691ac5,59947.12,US Dollar,59947.12,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_cce20fca4c4180e69214c3e5,2026/09/01 04:00,Wells Fargo,acct_44d5c62b448f7c24f6d4,PNC Bank,acct_dd8e798a586173fc8e92,41227.14,US Dollar,41227.14,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4c27635c2d9a0b52f59724a9,2026/09/01 06:00,Wells Fargo,acct_278f16509d954003bf17,Bank of America,acct_46c77a07e8fe7dd29b83,29036.58,US Dollar,29036.58,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_859100d9b5b4b5953a85991a,2026/09/01 10:00,PNC Bank,acct_afb050a3219751de18c4,JPMorgan Chase,acct_f261311c912b72245ee1,59095.64,US Dollar,59095.64,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_4c1ef7496970341ba8a7b201,2026/09/01 12:00,PNC Bank,acct_4fa64936994cc2452184,Citibank,acct_13f6f65b54fb4cc388de,14982.87,US Dollar,14982.87,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_511f702661b7eec00f5c88a4,2026/09/01 16:00,Bank of America,acct_d76969d2ad5738d93143,JPMorgan Chase,acct_5859d4a594d28e0a555b,6716.68,US Dollar,6716.68,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_cc7bf50d07939cbe93463e38,2026/09/02 00:00,JPMorgan Chase,acct_272150aaf64c1cc9b6ff,Bank of America,acct_c334377e9194c7f9bd2b,41876.85,US Dollar,41876.85,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_d06131cd6955bea8ee40387f,2026/09/02 06:00,JPMorgan Chase,acct_6603d52aed383f77b1d9,Bank of America,acct_5b9655d018b46a1de1c7,9079.83,US Dollar,9079.83,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9fc072771869ff16eb101646,2026/09/02 08:00,Citibank,acct_588c0ab75c272fbf0a1a,Citibank,acct_f90a4fdef78679da5c7d,30511.21,US Dollar,30511.21,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_bab282a4ce44ca369bb112b5,2026/09/02 10:00,PNC Bank,acct_804532ba3a045161a798,Wells Fargo,acct_4ac705170560d1cf3483,64247.55,US Dollar,64247.55,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_5c03716854ce02c0484af0d9,2026/09/02 14:00,Bank of America,acct_c70b4df3f7aaea7ecb03,Wells Fargo,acct_7956b197d23c01d058bb,16934.49,US Dollar,16934.49,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_a93d165effa623720d411975,2026/09/02 16:00,Bank of America,acct_34c82f0f0aeb847a827b,JPMorgan Chase,acct_cb39e0eb03cf2e2018b8,64395.87,US Dollar,64395.87,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_0f052dd5e3c5ce1b4236a0ba,2026/09/03 04:00,JPMorgan Chase,acct_e75e23354b9dba3f4bb0,Citibank,acct_00b46ed451898f666807,40477.04,US Dollar,40477.04,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_8a132320d4317ed6d925c488,2026/09/03 06:00,JPMorgan Chase,acct_87bca16a080e15618c4f,PNC Bank,acct_463f2e1cb09bb6afd02b,32740.23,US Dollar,32740.23,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_269b6f6843847553c5b6c82d,2026/09/03 12:00,Citibank,acct_4466d6613da8f5c4fa22,Bank of America,acct_513ec0589162402e1d6e,56519.35,US Dollar,56519.35,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_ff531486874e98b7c96b2a19,2026/09/03 14:00,Bank of America,acct_cd5dd595ba8b92e66f48,Citibank,acct_6d0082190cdb6c8db44a,68415.47,US Dollar,68415.47,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_14752c0880dd1fd637a383fa,2026/09/03 22:00,Citibank,acct_26755604a18423ce875f,Bank of America,acct_9d6786cec2e55bfe585d,24301.28,US Dollar,24301.28,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_9ebb9913587aa3dbfd749314,2026/09/04 00:00,Citibank,acct_656b15b31e743792443a,Wells Fargo,acct_8c0d4b1b9067e5b68a3f,47151.58,US Dollar,47151.58,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_778c9d3d71756ee8bbca131d,2026/09/04 02:00,JPMorgan Chase,acct_b2bff2b40ad6f050bd43,PNC Bank,acct_1a52df4575744e18bb88,18749.70,US Dollar,18749.70,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_f11149cce9a41d0f77d8b2b9,2026/09/04 08:00,JPMorgan Chase,acct_f204c9081cd108200354,PNC Bank,acct_be8d2100a717b32bbc49,2176.33,US Dollar,2176.33,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
ibm_b3d02c93524891c9108aa43f,2026/09/04 22:00,PNC Bank,acct_3f0c604840c0b77f1bb7,JPMorgan Chase,acct_9909a3ed5d95ebe759e2,48309.63,US Dollar,48309.63,US Dollar,ACH,PUBLIC_SYNTHETIC_IBM_AML,0
